name	country	lat	lon	timezone
Khatauli	IN	29.27844	77.73302	Asia/Kolkata
Khārupatia	IN	26.51839	92.14722	Asia/Kolkata
Kharsia	IN	21.98953	83.10476	Asia/Kolkata
Kharkhauda	IN	28.8787	76.91069	Asia/Kolkata
Kharhiāl	IN	20.28845	82.7606	Asia/Kolkata
Khargone	IN	21.82292	75.61394	Asia/Kolkata
Khardah	IN	22.71861	88.37806	Asia/Kolkata
Kharar	IN	30.74632	76.64689	Asia/Kolkata
Kharakvasla	IN	18.43997	73.77545	Asia/Kolkata
Kharagpur	IN	25.12446	86.55578	Asia/Kolkata
Kharagpur	IN	22.33971	87.32501	Asia/Kolkata
Khāpa	IN	21.42243	78.98168	Asia/Kolkata
Khanna	IN	30.70547	76.22196	Asia/Kolkata
Khaniādhāna	IN	25.02983	78.12709	Asia/Kolkata
Khandwa	IN	21.82427	76.35086	Asia/Kolkata
Khandela	IN	27.60499	75.502	Asia/Kolkata
Khānāpur	IN	15.63969	74.50847	Asia/Kolkata
Khammam	IN	17.24767	80.14368	Asia/Kolkata
Khāmgaon	IN	20.70738	76.56827	Asia/Kolkata
Khambhāt	IN	22.31744	72.61916	Asia/Kolkata
Khambhāliya	IN	22.20685	69.65031	Asia/Kolkata
Khamaria	IN	23.22558	79.88007	Asia/Kolkata
Khalīlābād	IN	26.77268	83.07179	Asia/Kolkata
Khali Kachigam	IN	20.38333	72.86667	Asia/Kolkata
Khalāri	IN	23.65063	85.00744	Asia/Kolkata
Khajuraho Group of Monuments	IN	24.84809	79.93351	Asia/Kolkata
Khairāgarh	IN	26.94352	77.81816	Asia/Kolkata
Khairāgarh	IN	21.41859	80.97942	Asia/Kolkata
Khairābād	IN	27.52698	80.75461	Asia/Kolkata
Khair	IN	27.94195	77.84243	Asia/Kolkata
Khagaul	IN	25.57898	85.04564	Asia/Kolkata
Khagaria	IN	25.5022	86.46708	Asia/Kolkata
Khadki	IN	18.5635	73.85205	Asia/Kolkata
Khada	IN	27.18333	83.88333	Asia/Kolkata
Khāchrod	IN	23.42322	75.28185	Asia/Kolkata
Kaithoon	IN	25.12407	75.97218	Asia/Kolkata
Kesinga	IN	20.18778	83.21949	Asia/Kolkata
Keshorai Pātan	IN	25.29275	75.93948	Asia/Kolkata
Keshod	IN	21.30328	70.24861	Asia/Kolkata
Kesariyā	IN	26.34992	84.87086	Asia/Kolkata
Kerūr	IN	16.01384	75.54631	Asia/Kolkata
Keonjhargarh	IN	21.6318	85.59686	Asia/Kolkata
Kendrāparha	IN	20.50166	86.42227	Asia/Kolkata
Kenda	IN	23.1959	86.51499	Asia/Kolkata
Kemrī	IN	28.80673	79.2048	Asia/Kolkata
Kekri	IN	25.97132	75.14992	Asia/Kolkata
Kayamkulam	IN	9.18173	76.50093	Asia/Kolkata
Kayalpattinam	IN	8.57143	78.11992	Asia/Kolkata
Kawardha	IN	22.00853	81.23148	Asia/Kolkata
Kāveripatnam	IN	12.42186	78.2188	Asia/Kolkata
Kāvali	IN	14.9163	79.99449	Asia/Kolkata
Kattivākkam	IN	13.21667	80.31667	Asia/Kolkata
Kattanam	IN	9.17614	76.56325	Asia/Kolkata
Kātrās	IN	23.79752	86.29834	Asia/Kolkata
Kātpādi	IN	12.96951	79.14552	Asia/Kolkata
Kātoya	IN	23.64558	88.13258	Asia/Kolkata
Kātol	IN	21.27388	78.5858	Asia/Kolkata
Katihar	IN	25.53852	87.57044	Asia/Kolkata
Kathua	IN	32.36941	75.52539	Asia/Kolkata
Kāthor	IN	21.28854	72.9407	Asia/Kolkata
Kathlāl	IN	22.8982	72.99282	Asia/Kolkata
Katghora	IN	22.50247	82.54279	Asia/Kolkata
Katangi	IN	23.44124	79.79621	Asia/Kolkata
Katangi	IN	21.77369	79.80513	Asia/Kolkata
Kasrāwad	IN	22.12745	75.61101	Asia/Kolkata
Kāsībugga	IN	18.75927	84.41613	Asia/Kolkata
Kashipur	IN	29.21399	78.95693	Asia/Kolkata
Kāsganj	IN	27.80882	78.64579	Asia/Kolkata
Kāsaragod	IN	12.49838	74.98959	Asia/Kolkata
Kasāra	IN	19.6451	73.47434	Asia/Kolkata
Chitrakoot Dham	IN	25.21473	80.91645	Asia/Kolkata
Karwar	IN	14.81361	74.12972	Asia/Kolkata
Karur	IN	10.95771	78.08095	Asia/Kolkata
Karungappalli	IN	9.10422	76.53701	Asia/Kolkata
Karumattampatti	IN	11.10933	77.182	Asia/Kolkata
Kartārpur	IN	31.44268	75.49847	Asia/Kolkata
Kurseong	IN	26.88251	88.27729	Asia/Kolkata
Karol Bāgh	IN	28.65136	77.19072	Asia/Kolkata
Karnāl	IN	29.69197	76.98448	Asia/Kolkata
Karmāla	IN	18.4077	75.19386	Asia/Kolkata
Kārkala	IN	13.21428	74.99234	Asia/Kolkata
Karjat	IN	18.9107	73.32354	Asia/Kolkata
Kariapatti	IN	9.67505	78.09992	Asia/Kolkata
Karīmnagar	IN	18.43915	79.12856	Asia/Kolkata
Karīmganj	IN	24.86919	92.35543	Asia/Kolkata
Karhal	IN	27.00089	78.93935	Asia/Kolkata
Kargil	IN	34.55765	76.12622	Asia/Kolkata
Karera	IN	25.45815	78.13583	Asia/Kolkata
Kareli	IN	22.91533	79.06378	Asia/Kolkata
Karauli	IN	26.49831	77.02755	Asia/Kolkata
Karanjiā	IN	21.76259	85.97319	Asia/Kolkata
Kāranja	IN	20.48273	77.48857	Asia/Kolkata
Karamsad	IN	22.54243	72.90392	Asia/Kolkata
Kāramadai	IN	11.24058	76.96009	Asia/Kolkata
Kāraikkudi	IN	10.06615	78.76784	Asia/Kolkata
Kāraikāl	IN	10.91667	79.83333	Asia/Kolkata
Karād	IN	17.28937	74.18183	Asia/Kolkata
Kapurthala Town	IN	31.38011	75.38105	Asia/Kolkata
Kāpren	IN	25.40529	76.07431	Asia/Kolkata
Kapasan	IN	24.8894	74.31667	Asia/Kolkata
Kapadvanj	IN	23.02302	73.07113	Asia/Kolkata
Kānth	IN	29.05939	78.62951	Asia/Kolkata
Kantai	IN	26.21421	85.29749	Asia/Kolkata
Kantābānji	IN	20.46709	82.92042	Asia/Kolkata
Kānt	IN	27.81049	79.79185	Asia/Kolkata
Kanpur	IN	26.46523	80.34975	Asia/Kolkata
Kannod	IN	22.66764	76.74286	Asia/Kolkata
Kanniyākumāri	IN	8.09008	77.53841	Asia/Kolkata
Kannauj	IN	27.05524	79.9188	Asia/Kolkata
Kanhangad	IN	12.30814	75.10632	Asia/Kolkata
Kannad	IN	20.25684	75.13786	Asia/Kolkata
Kānker	IN	20.27193	81.49177	Asia/Kolkata
Kānke	IN	23.43478	85.32059	Asia/Kolkata
Kankauli	IN	16.26609	73.71217	Asia/Kolkata
Kanigiri	IN	15.40555	79.50694	Asia/Kolkata
Kangayam	IN	11.00599	77.5609	Asia/Kolkata
Kandukūr	IN	15.21542	79.9039	Asia/Kolkata
Kāndla	IN	23.03333	70.21667	Asia/Kolkata
Kāndi	IN	23.95946	88.04018	Asia/Kolkata
Kāndhla	IN	29.32104	77.27101	Asia/Kolkata
Kandahār	IN	18.87312	77.19231	Asia/Kolkata
Kanchipuram	IN	12.83515	79.70006	Asia/Kolkata
Kanakapura	IN	12.54654	77.42005	Asia/Kolkata
Kāmthi	IN	21.21615	79.1973	Asia/Kolkata
Kampli	IN	15.40626	76.60013	Asia/Kolkata
Cumbum	IN	9.73647	77.2847	Asia/Kolkata
Kāmārhāti	IN	22.67111	88.37472	Asia/Kolkata
Kāmāreddi	IN	18.32001	78.34177	Asia/Kolkata
Kāman	IN	27.65791	77.26908	Asia/Kolkata
Kamalganj	IN	27.26181	79.63134	Asia/Kolkata
Kāmākhyānagar	IN	20.93385	85.54489	Asia/Kolkata
Kalyani	IN	22.9757	88.4337	Asia/Kolkata
Kalyān	IN	19.2437	73.13554	Asia/Kolkata
Kalwākurti	IN	16.66396	78.49143	Asia/Kolkata
Kalugumalai	IN	9.14941	77.70569	Asia/Kolkata
Kālpi	IN	26.11667	79.73333	Asia/Kolkata
Kalpatta	IN	11.60871	76.08343	Asia/Kolkata
Kalol	IN	23.24656	72.49508	Asia/Kolkata
Kālol	IN	22.60777	73.46272	Asia/Kolkata
Kālna	IN	23.21944	88.36295	Asia/Kolkata
Kalmeshwar	IN	21.23219	78.91988	Asia/Kolkata
Kallidaikurichi	IN	8.68591	77.46592	Asia/Kolkata
Kallakkurichchi	IN	11.7404	78.959	Asia/Kolkata
Kālka	IN	30.83982	76.94065	Asia/Kolkata
Kāliyāganj	IN	25.63442	88.32665	Asia/Kolkata
Kālimpong	IN	27.03461	88.63084	Asia/Kolkata
Kalghatgi	IN	15.18315	74.97099	Asia/Kolkata
Kālāvad	IN	22.20789	70.38343	Asia/Kolkata
Kālānwāli	IN	29.83573	74.9717	Asia/Kolkata
Kalānaur	IN	28.82823	76.3955	Asia/Kolkata
Kalamnūri	IN	19.67386	77.31149	Asia/Kolkata
Kalamb	IN	19.04437	73.95554	Asia/Kolkata
Kallam	IN	18.57506	76.02186	Asia/Kolkata
Kalakkādu	IN	8.5138	77.54944	Asia/Kolkata
Kalāyat	IN	29.67665	76.25561	Asia/Kolkata
Kakrāla	IN	27.89269	79.1945	Asia/Kolkata
Kākori	IN	26.868	80.7857	Asia/Kolkata
Kākināda	IN	16.96036	82.23809	Asia/Kolkata
Kakdwip	IN	21.87914	88.1913	Asia/Kolkata
Kakching	IN	24.4982	93.98126	Asia/Kolkata
Kaithal	IN	29.80153	76.39959	Asia/Kolkata
Kairāna	IN	29.39541	77.2054	Asia/Kolkata
Kaimori	IN	23.38465	79.7442	Asia/Kolkata
Kaimganj	IN	27.55441	79.33525	Asia/Kolkata
Kailāshahar	IN	24.33199	92.00391	Asia/Kolkata
Kailāras	IN	26.30498	77.616	Asia/Kolkata
Kaikalūr	IN	16.55154	81.214	Asia/Kolkata
Kaij	IN	18.71364	76.06718	Asia/Kolkata
Kāgal	IN	16.57702	74.31544	Asia/Kolkata
Kadūr	IN	13.55285	76.01164	Asia/Kolkata
Kadod	IN	21.21717	73.21972	Asia/Kolkata
Kadiri	IN	14.11168	78.15982	Asia/Kolkata
Kadikkād	IN	10.67052	75.97975	Asia/Kolkata
Kadi	IN	23.29908	72.33362	Asia/Kolkata
Kadayanallur	IN	9.07277	77.34152	Asia/Kolkata
Kānchrāpāra	IN	22.95998	88.42849	Asia/Kolkata
Kachhwa	IN	25.20615	82.71442	Asia/Kolkata
Kabrāi	IN	25.40281	79.9997	Asia/Kolkata
Junnar	IN	19.20815	73.8752	Asia/Kolkata
Jūnāgarh	IN	19.85993	82.93385	Asia/Kolkata
Jūnāgadh	IN	21.51966	70.45981	Asia/Kolkata
Jhumri Telaiya	IN	24.4349	85.52951	Asia/Kolkata
Jalandhar	IN	31.32556	75.57917	Asia/Kolkata
Shādīpur Julāna	IN	29.12368	76.40516	Asia/Kolkata
Jugsālai	IN	22.77668	86.18351	Asia/Kolkata
Jowai	IN	25.43596	92.19132	Asia/Kolkata
Jorhat	IN	26.75751	94.20306	Asia/Kolkata
Jora	IN	26.34209	77.8092	Asia/Kolkata
Jalārpet	IN	12.57025	78.57318	Asia/Kolkata
Jogipet	IN	17.83564	78.06811	Asia/Kolkata
Jogbani	IN	26.39905	87.26525	Asia/Kolkata
Jodiya Bandar	IN	22.71667	70.28333	Asia/Kolkata
Jodhpur	IN	26.26841	73.00594	Asia/Kolkata
Jodhpur	IN	21.90174	70.0327	Asia/Kolkata
Jintūr	IN	19.61186	76.6874	Asia/Kolkata
Jining	IN	28.21633	94.85389	Asia/Kolkata
Jīnd	IN	29.31577	76.31502	Asia/Kolkata
Jigani	IN	12.78612	77.63855	Asia/Kolkata
Jhūsi	IN	25.43745	81.9055	Asia/Kolkata
Jhunjhunūn	IN	28.12559	75.39797	Asia/Kolkata
Jhinjhāna	IN	29.52118	77.2247	Asia/Kolkata
Jhīnjhak	IN	26.56093	79.73423	Asia/Kolkata
Jharsuguda	IN	21.85531	84.00698	Asia/Kolkata
Jharia	IN	23.74079	86.41456	Asia/Kolkata
Jhārgrām	IN	22.45384	86.99497	Asia/Kolkata
Jhānsi	IN	25.45887	78.57994	Asia/Kolkata
Jhanjhārpur	IN	26.26467	86.27993	Asia/Kolkata
Jhālu	IN	29.33609	78.22608	Asia/Kolkata
Jhālrapātan	IN	24.54205	76.17242	Asia/Kolkata
Jhālod	IN	23.10097	74.15536	Asia/Kolkata
Jhalidā	IN	23.36545	85.97643	Asia/Kolkata
Jhālāwār	IN	24.59633	76.16499	Asia/Kolkata
Jhajjar	IN	28.6063	76.6565	Asia/Kolkata
Jhajha	IN	24.77107	86.37888	Asia/Kolkata
Jhābua	IN	22.76772	74.59087	Asia/Kolkata
Jewar	IN	28.122	77.55734	Asia/Kolkata
Jevargi	IN	17.01394	76.77317	Asia/Kolkata
Jetpur	IN	21.75482	70.62347	Asia/Kolkata
Jeypore	IN	18.8563	82.5716	Asia/Kolkata
Jainagar	IN	26.59048	86.13791	Asia/Kolkata
Jaynagar Majilpur	IN	22.1752	88.42008	Asia/Kolkata
Jayamkondacholapuram	IN	11.21266	79.36369	Asia/Kolkata
Jāwad	IN	24.59916	74.86261	Asia/Kolkata
Jaunpur	IN	25.75356	82.68689	Asia/Kolkata
Jatāra	IN	25.00964	79.04869	Asia/Kolkata
Jatani	IN	20.15975	85.70742	Asia/Kolkata
Jaswantnagar	IN	26.88271	78.90256	Asia/Kolkata
Jaspur	IN	29.27919	78.82798	Asia/Kolkata
Jasidih	IN	24.51379	86.64576	Asia/Kolkata
Jashpur Nagar	IN	22.88783	84.13864	Asia/Kolkata
Jasdan	IN	22.03709	71.20794	Asia/Kolkata
Jarwal	IN	27.1629	81.54179	Asia/Kolkata
Jaora	IN	23.63783	75.12711	Asia/Kolkata
Jānsath	IN	29.32502	77.85044	Asia/Kolkata
Jānjgīr	IN	22.00922	82.5778	Asia/Kolkata
Jangipur	IN	24.47001	88.07659	Asia/Kolkata
Jangaon	IN	17.72602	79.15236	Asia/Kolkata
Jandiāla Gurū	IN	31.56198	75.0277	Asia/Kolkata
Jandiāla	IN	31.1593	75.61755	Asia/Kolkata
Jāmuria	IN	23.70468	87.07872	Asia/Kolkata
Jāmul	IN	21.25	81.4	Asia/Kolkata
Jamūī	IN	24.92606	86.22531	Asia/Kolkata
Jāmtāra	IN	23.963	86.80285	Asia/Kolkata
Jamshedpur	IN	22.80278	86.18545	Asia/Kolkata
Jāmner	IN	20.80949	75.77768	Asia/Kolkata
Jamnagar	IN	22.47292	70.06673	Asia/Kolkata
Jammu	IN	32.73528	74.86167	Asia/Kolkata
Jammalamadugu	IN	14.84677	78.38314	Asia/Kolkata
Jāmkhed	IN	18.73519	75.31343	Asia/Kolkata
Jamkhandi	IN	16.50461	75.29146	Asia/Kolkata
Jambusar	IN	22.05236	72.80074	Asia/Kolkata
Gogri Jamālpur	IN	25.41117	86.65925	Asia/Kolkata
Jamālpur	IN	25.31258	86.48888	Asia/Kolkata
Jāmai	IN	22.19644	78.59191	Asia/Kolkata
Jāmadoba	IN	23.71667	86.4	Asia/Kolkata
Jalpāiguri	IN	26.51667	88.73333	Asia/Kolkata
Jalor	IN	25.34558	72.61559	Asia/Kolkata
Jālna	IN	19.84102	75.88636	Asia/Kolkata
Jalgaon Jamod	IN	21.05194	76.53464	Asia/Kolkata
Jalgaon	IN	21.00292	75.56602	Asia/Kolkata
Jaleshwar	IN	21.80176	87.2225	Asia/Kolkata
Jalesar	IN	27.47315	78.3031	Asia/Kolkata
Jālaun	IN	26.1451	79.3366	Asia/Kolkata
Jalālpur	IN	26.31162	82.73859	Asia/Kolkata
Jalalpore	IN	20.94896	72.89829	Asia/Kolkata
Jalālī	IN	27.8668	78.25267	Asia/Kolkata
Jalālābād	IN	30.60622	74.25727	Asia/Kolkata
Jalālābad	IN	29.61853	77.43908	Asia/Kolkata
Jalālābād	IN	27.72625	79.65523	Asia/Kolkata
Jalakandapuram	IN	11.69779	77.87298	Asia/Kolkata
Jājpur	IN	20.84852	86.33729	Asia/Kolkata
Jaito	IN	30.45126	74.89189	Asia/Kolkata
Jaitāran	IN	26.20446	73.93676	Asia/Kolkata
Jaisingpur	IN	16.77639	74.55361	Asia/Kolkata
Jaisalmer	IN	26.91763	70.90387	Asia/Kolkata
Jais	IN	26.2649	81.54855	Asia/Kolkata
Jaipur	IN	26.91962	75.78781	Asia/Kolkata
Jahāzpur	IN	25.61994	75.27609	Asia/Kolkata
Jahāngīrābād	IN	28.40549	78.10588	Asia/Kolkata
Jahānābād	IN	25.21368	84.9871	Asia/Kolkata
Jagtiāl	IN	18.79473	78.91661	Asia/Kolkata
Jagraon	IN	30.78783	75.47391	Asia/Kolkata
Jaggayyapeta	IN	16.8938	80.09807	Asia/Kolkata
Jagdīspur	IN	25.46811	84.41939	Asia/Kolkata
Jagdīshpur	IN	26.74967	80.5451	Asia/Kolkata
Jagdalpur	IN	19.08136	82.02131	Asia/Kolkata
Jagatsinghapur	IN	20.2557	86.17112	Asia/Kolkata
Jagalūr	IN	14.51957	76.33915	Asia/Kolkata
Jagādhri	IN	30.16719	77.30367	Asia/Kolkata
Jāfarābād	IN	20.86611	71.36606	Asia/Kolkata
Jadcherla	IN	16.77381	78.13666	Asia/Kolkata
Jabalpur	IN	23.16697	79.95006	Asia/Kolkata
Etmadpur	IN	27.23541	78.19829	Asia/Kolkata
Itārsi	IN	22.61477	77.76222	Asia/Kolkata
Itanagar	IN	27.08694	93.60987	Asia/Kolkata
Islāmpur	IN	26.26541	88.18982	Asia/Kolkata
Islāmpur	IN	25.14075	85.20587	Asia/Kolkata
Islāmnagar	IN	28.32896	78.72524	Asia/Kolkata
Irugūr	IN	11.01782	77.06285	Asia/Kolkata
Irinjālakuda	IN	10.34238	76.21124	Asia/Kolkata
Iringal	IN	11.55929	75.61663	Asia/Kolkata
Malda	IN	25.00447	88.14573	Asia/Kolkata
Indri	IN	29.87999	77.05972	Asia/Kolkata
Indore	IN	22.71792	75.8333	Asia/Kolkata
Indi	IN	17.17735	75.9526	Asia/Kolkata
Indergarh	IN	26.93521	79.6712	Asia/Kolkata
Indargarh	IN	25.9109	78.56193	Asia/Kolkata
Indāpur	IN	18.3	73.25	Asia/Kolkata
Indāpur	IN	18.11529	75.02885	Asia/Kolkata
Imphal	IN	24.80805	93.9442	Asia/Kolkata
Ilkal	IN	15.95923	76.11351	Asia/Kolkata
Ilaiyankudi	IN	9.62512	78.62434	Asia/Kolkata
Igatpuri	IN	19.69522	73.5626	Asia/Kolkata
Idar	IN	23.84145	73.00068	Asia/Kolkata
Idappadi	IN	11.58624	77.83891	Asia/Kolkata
Ichhāwar	IN	23.02816	77.01729	Asia/Kolkata
Ichchāpuram	IN	19.11393	84.68721	Asia/Kolkata
Ichalkaranji	IN	16.69117	74.46054	Asia/Kolkata
Hyderabad	IN	17.38405	78.45636	Asia/Kolkata
Hadagalli	IN	15.02048	75.93185	Asia/Kolkata
Hatti	IN	16.19836	76.66037	Asia/Kolkata
Husainābād	IN	24.52849	84	Asia/Kolkata
Hunsūr	IN	12.30359	76.29275	Asia/Kolkata
Hungund	IN	16.06213	76.0586	Asia/Kolkata
Hukeri	IN	16.23082	74.60244	Asia/Kolkata
Hugli	IN	22.90877	88.39674	Asia/Kolkata
Hubballi	IN	15.34776	75.13378	Asia/Kolkata
Howli	IN	26.42237	90.98004	Asia/Kolkata
Hosūr	IN	12.73647	77.83264	Asia/Kolkata
Hosapete	IN	15.26954	76.3871	Asia/Kolkata
Hoskote	IN	13.0707	77.79814	Asia/Kolkata
Hoshiārpur	IN	31.53723	75.91269	Asia/Kolkata
Narmadapuram	IN	22.74747	77.72736	Asia/Kolkata
Hosadurga	IN	13.79631	76.28408	Asia/Kolkata
Honnāli	IN	14.23976	75.64507	Asia/Kolkata
Honnavar	IN	14.28088	74.44497	Asia/Kolkata
Homnābād	IN	17.77074	77.12519	Asia/Kolkata
Holenarasipura	IN	12.78635	76.24331	Asia/Kolkata
Holalkere	IN	14.04295	76.18496	Asia/Kolkata
Hojāi	IN	26.00281	92.85605	Asia/Kolkata
Hodal	IN	27.89196	77.36744	Asia/Kolkata
Hisua	IN	24.8336	85.41729	Asia/Kolkata
Hisar	IN	29.15394	75.72294	Asia/Kolkata
Hiriyūr	IN	13.94455	76.61723	Asia/Kolkata
Hirekerūr	IN	14.45506	75.3952	Asia/Kolkata
Hīrākud	IN	21.52502	83.87275	Asia/Kolkata
Hinjilicut	IN	19.48166	84.74489	Asia/Kolkata
Hingoli	IN	19.71464	77.14238	Asia/Kolkata
Hinganghāt	IN	20.54875	78.83978	Asia/Kolkata
Hindupur	IN	13.82807	77.49143	Asia/Kolkata
Hindoria	IN	23.90345	79.56861	Asia/Kolkata
Hindaun	IN	26.73411	77.03519	Asia/Kolkata
Himatnagar	IN	23.59893	72.96602	Asia/Kolkata
Hilsa	IN	25.31642	85.28234	Asia/Kolkata
Hazāribāgh	IN	23.99241	85.36162	Asia/Kolkata
Hāveri	IN	14.79354	75.40448	Asia/Kolkata
Hatta	IN	24.13406	79.60119	Asia/Kolkata
Hāt Piplia	IN	22.76948	76.29992	Asia/Kolkata
Hāthras	IN	27.59551	78.05201	Asia/Kolkata
Hastināpur	IN	29.16042	78.00762	Asia/Kolkata
Hassan	IN	13.00715	76.0962	Asia/Kolkata
Hāsimāra	IN	26.7469	89.35385	Asia/Kolkata
Hasanpur	IN	28.72249	78.28436	Asia/Kolkata
Harūr	IN	12.05267	78.48023	Asia/Kolkata
Harsūd	IN	22.09947	76.73423	Asia/Kolkata
Harpanahalli	IN	14.78766	75.98863	Asia/Kolkata
Harpālpur	IN	25.28773	79.33279	Asia/Kolkata
Haripād	IN	9.28358	76.45519	Asia/Kolkata
Hārij	IN	23.69356	71.907	Asia/Kolkata
Harihar	IN	14.51288	75.80716	Asia/Kolkata
Haridwar	IN	29.94791	78.16025	Asia/Kolkata
Hardoī	IN	27.39491	80.13165	Asia/Kolkata
Harda	IN	22.34414	77.09536	Asia/Kolkata
Hāpur	IN	28.72985	77.78068	Asia/Kolkata
Howrah	IN	22.57688	88.31857	Asia/Kolkata
Hanumāngarh	IN	29.58182	74.32938	Asia/Kolkata
Hānsi	IN	29.10239	75.96253	Asia/Kolkata
Hāngal	IN	14.76465	75.1246	Asia/Kolkata
Handiā	IN	25.36379	82.18655	Asia/Kolkata
Hamīrpur	IN	31.68411	76.52506	Asia/Kolkata
Hamīrpur	IN	25.9553	80.14842	Asia/Kolkata
Halvad	IN	23.01516	71.18029	Asia/Kolkata
Hālol	IN	22.50321	73.47242	Asia/Kolkata
Haliyal	IN	15.32864	74.75638	Asia/Kolkata
Hālīsahar	IN	22.93218	88.41859	Asia/Kolkata
Haldwani	IN	29.22254	79.5286	Asia/Kolkata
Haldaur	IN	29.28988	78.28437	Asia/Kolkata
Hājo	IN	26.2452	91.52525	Asia/Kolkata
Hājīpur	IN	25.68544	85.20981	Asia/Kolkata
Hailākāndi	IN	24.68394	92.56097	Asia/Kolkata
Hāflong	IN	25.16478	93.01744	Asia/Kolkata
Hadgāon	IN	19.49552	77.65863	Asia/Kolkata
Hābra	IN	22.84202	88.65606	Asia/Kolkata
Gyānpur	IN	25.33268	82.46637	Asia/Kolkata
Gwalior	IN	26.22983	78.17337	Asia/Kolkata
Guskhara	IN	23.49276	87.73484	Asia/Kolkata
Guruvāyūr	IN	10.5943	76.0411	Asia/Kolkata
Guru Har Sahāi	IN	30.70862	74.40407	Asia/Kolkata
Gursarāi	IN	25.61677	79.18053	Asia/Kolkata
Gursahāiganj	IN	27.11518	79.73174	Asia/Kolkata
Gurmatkāl	IN	16.86773	77.39088	Asia/Kolkata
Gurugram	IN	28.4601	77.02635	Asia/Kolkata
Gurdaspur	IN	32.03933	75.40318	Asia/Kolkata
Gunupur	IN	19.0804	83.80879	Asia/Kolkata
Guntur	IN	16.29974	80.45729	Asia/Kolkata
Guntakal	IN	15.17112	77.36244	Asia/Kolkata
Gunnaur	IN	28.23995	78.43994	Asia/Kolkata
Gundlupēt	IN	11.81004	76.69027	Asia/Kolkata
Guna	IN	24.64691	77.3113	Asia/Kolkata
Gummidipundi	IN	13.40765	80.10879	Asia/Kolkata
Gumlā	IN	23.04268	84.54429	Asia/Kolkata
Gumia	IN	23.7975	85.82523	Asia/Kolkata
Guledagudda	IN	16.05025	75.78997	Asia/Kolkata
Kalaburagi	IN	17.33583	76.83757	Asia/Kolkata
Gulāothi	IN	28.58938	77.79318	Asia/Kolkata
Gulābpura	IN	25.90448	74.66025	Asia/Kolkata
Gūduvāncheri	IN	12.84519	80.06055	Asia/Kolkata
Gūdūr	IN	14.15093	79.8521	Asia/Kolkata
Gudiyatham	IN	12.94601	78.87377	Asia/Kolkata
Gudivāda	IN	16.43547	80.99555	Asia/Kolkata
Gudalur	IN	11.52073	76.48141	Asia/Kolkata
Gudalur	IN	9.67826	77.24951	Asia/Kolkata
Gubbi	IN	13.31216	76.94102	Asia/Kolkata
Goyerkāta	IN	26.69984	89.02565	Asia/Kolkata
Govardhan	IN	27.49658	77.46263	Asia/Kolkata
Gotan	IN	26.65551	73.7371	Asia/Kolkata
Gormi	IN	26.60029	78.51188	Asia/Kolkata
Gorantla	IN	13.98411	77.77224	Asia/Kolkata
Gorakhpur	IN	26.76628	83.36889	Asia/Kolkata
Gorai	IN	19.25	72.78333	Asia/Kolkata
Gobichettipalayam	IN	11.45496	77.4422	Asia/Kolkata
Gopālganj	IN	26.46734	84.44041	Asia/Kolkata
Gooty	IN	15.11836	77.63776	Asia/Kolkata
Gondiā	IN	21.46026	80.19205	Asia/Kolkata
Gondal	IN	21.96074	70.80255	Asia/Kolkata
Gondā City	IN	27.13181	81.95332	Asia/Kolkata
Gomoh	IN	23.87355	86.1516	Asia/Kolkata
Gola Gokarannāth	IN	28.07837	80.47054	Asia/Kolkata
Golāghāt	IN	26.51167	93.95951	Asia/Kolkata
Gokavaram	IN	17.25823	81.84985	Asia/Kolkata
Gokarna	IN	14.55	74.31667	Asia/Kolkata
Gokak	IN	16.16901	74.82393	Asia/Kolkata
Gohāna	IN	29.13777	76.70247	Asia/Kolkata
Gohad	IN	26.43278	78.44205	Asia/Kolkata
Godhra	IN	22.77547	73.61488	Asia/Kolkata
Godda	IN	24.827	87.2125	Asia/Kolkata
Gobindpur	IN	22.63393	86.07162	Asia/Kolkata
Gobārdānga	IN	22.8774	88.75479	Asia/Kolkata
Goālpāra	IN	26.17668	90.62634	Asia/Kolkata
Giridih	IN	24.18622	86.30875	Asia/Kolkata
Gingee	IN	12.25282	79.41727	Asia/Kolkata
Giddarbāha	IN	30.19953	74.66627	Asia/Kolkata
Giddalūr	IN	15.37439	78.92609	Asia/Kolkata
Ghugus	IN	19.9381	79.11192	Asia/Kolkata
Ghoti Budrukh	IN	19.71641	73.62821	Asia/Kolkata
Ghosī	IN	26.10587	83.5393	Asia/Kolkata
Ghogardīha	IN	26.27986	86.47001	Asia/Kolkata
Ghazīpur	IN	25.58333	83.58526	Asia/Kolkata
Ghāziābād	IN	28.66535	77.43915	Asia/Kolkata
Ghātsīla	IN	22.58531	86.47682	Asia/Kolkata
Ghātanji	IN	20.14183	78.31333	Asia/Kolkata
Ghātampur	IN	26.15272	80.16803	Asia/Kolkata
Ghātāl	IN	22.66244	87.73399	Asia/Kolkata
Gharaunda	IN	29.53692	76.97142	Asia/Kolkata
Gairtganj	IN	23.41022	78.22082	Asia/Kolkata
Gevrai	IN	19.26372	75.75007	Asia/Kolkata
Gaya	IN	24.79686	85.00385	Asia/Kolkata
Gauripur	IN	26.08334	89.96118	Asia/Kolkata
Gauribidanur	IN	13.61072	77.51738	Asia/Kolkata
Gaurela	IN	22.75449	81.90107	Asia/Kolkata
