name	country	lat	lon	timezone
Cajuru	BR	-21.27528	-47.30417	America/Sao_Paulo
Cajati	BR	-24.73611	-48.12278	America/Sao_Paulo
Cajamar	BR	-23.35611	-46.87694	America/Sao_Paulo
Cairu	BR	-13.48694	-39.04389	America/Bahia
Caieiras	BR	-23.36417	-46.74056	America/Sao_Paulo
Caiapônia	BR	-16.95667	-51.81028	America/Sao_Paulo
Cafelândia	BR	-24.61778	-53.32	America/Sao_Paulo
Cafelândia	BR	-21.8025	-49.61	America/Sao_Paulo
Cafarnaum	BR	-11.69361	-41.46833	America/Bahia
Caetité	BR	-14.06944	-42.475	America/Bahia
Caeté	BR	-19.88	-43.66972	America/Sao_Paulo
Caculé	BR	-14.50333	-42.22222	America/Bahia
Caconde	BR	-21.52944	-46.64389	America/Sao_Paulo
Cachoeiro de Itapemirim	BR	-20.84889	-41.11278	America/Sao_Paulo
Cachoeirinha	BR	-29.95111	-51.09389	America/Sao_Paulo
Cachoeiras de Macacu	BR	-22.4625	-42.65306	America/Sao_Paulo
Cachoeira Paulista	BR	-22.665	-45.00944	America/Sao_Paulo
Cachoeira do Sul	BR	-30.03917	-52.89389	America/Sao_Paulo
Cachoeira	BR	-12.60139	-38.96576	America/Bahia
Cáceres	BR	-16.07056	-57.67889	America/Cuiaba
Caçapava do Sul	BR	-30.51436	-53.48496	America/Sao_Paulo
Caçapava	BR	-23.10083	-45.70694	America/Sao_Paulo
Caçador	BR	-26.77528	-51.015	America/Sao_Paulo
Cabreúva	BR	-23.3075	-47.13278	America/Sao_Paulo
Cabo Frio	BR	-22.88717	-42.02622	America/Sao_Paulo
Governador Mangabeira	BR	-12.60044	-39.04178	America/Bahia
Cabaceiras do Paraguaçu	BR	-12.53556	-39.19083	America/Bahia
Butiá	BR	-30.11972	-51.96222	America/Sao_Paulo
Buritizeiro	BR	-17.35111	-44.96222	America/Sao_Paulo
Buritis	BR	-15.61778	-46.42333	America/Sao_Paulo
Buritirama	BR	-10.70778	-43.63056	America/Bahia
Buritama	BR	-21.06611	-50.14722	America/Sao_Paulo
Buri	BR	-23.7975	-48.59278	America/Sao_Paulo
Boquim	BR	-11.14694	-37.62056	America/Maceio
Buerarema	BR	-14.95944	-39.29972	America/Bahia
Brusque	BR	-27.09795	-48.91281	America/Sao_Paulo
Brumado	BR	-14.20361	-41.66528	America/Bahia
Brumadinho	BR	-20.14333	-44.19972	America/Sao_Paulo
Brotas	BR	-22.28417	-48.12667	America/Sao_Paulo
Brodowski	BR	-20.99139	-47.65861	America/Sao_Paulo
Brazlândia	BR	-15.67941	-48.19667	America/Sao_Paulo
Brasília de Minas	BR	-16.20639	-44.43333	America/Sao_Paulo
Brasília	BR	-15.77972	-47.92972	America/Sao_Paulo
Brás	BR	-23.55	-46.61667	America/Sao_Paulo
Bragança Paulista	BR	-22.9527	-46.54418	America/Sao_Paulo
Braço do Norte	BR	-28.275	-49.16556	America/Sao_Paulo
Botucatu	BR	-22.88583	-48.445	America/Sao_Paulo
Holambra	BR	-22.63306	-47.05556	America/Sao_Paulo
Borda da Mata	BR	-22.27417	-46.16528	America/Sao_Paulo
Boquira	BR	-12.82306	-42.73056	America/Bahia
Bonito	BR	-21.12111	-56.48194	America/Campo_Grande
Bonito	BR	-11.96944	-41.26583	America/Bahia
Bom Sucesso	BR	-21.03306	-44.75806	America/Sao_Paulo
Bom Retiro	BR	-23.52508	-46.63889	America/Sao_Paulo
Bom Jesus dos Perdões	BR	-23.135	-46.46528	America/Sao_Paulo
Bom Jesus do Itabapoana	BR	-21.13389	-41.67972	America/Sao_Paulo
Bom Jesus da Lapa	BR	-13.255	-43.41806	America/Bahia
Bom Jesus de Goiás	BR	-18.22047	-49.72993	America/Sao_Paulo
Bom Jardim	BR	-22.15194	-42.41944	America/Sao_Paulo
Bom Despacho	BR	-19.73639	-45.25222	America/Sao_Paulo
Boituva	BR	-23.28333	-47.67222	America/Sao_Paulo
Bocaiúva	BR	-17.10778	-43.815	America/Sao_Paulo
Boa Esperança	BR	-21.09	-45.56583	America/Sao_Paulo
Blumenau	BR	-26.91944	-49.06611	America/Sao_Paulo
Bituruna	BR	-26.16139	-51.5525	America/Sao_Paulo
Biritinga	BR	-11.61667	-38.8	America/Bahia
Biritiba Mirim	BR	-23.5725	-46.03861	America/Sao_Paulo
Birigui	BR	-21.28861	-50.34	America/Sao_Paulo
Biguaçu	BR	-27.49417	-48.65556	America/Sao_Paulo
Betim	BR	-19.96778	-44.19833	America/Sao_Paulo
Bertioga	BR	-23.85444	-46.13861	America/Sao_Paulo
Bento Gonçalves	BR	-29.17139	-51.51917	America/Sao_Paulo
Belo Oriente	BR	-19.22	-42.48361	America/Sao_Paulo
Belo Horizonte	BR	-19.92083	-43.93778	America/Sao_Paulo
Belo Campo	BR	-15.03833	-41.25972	America/Bahia
Belmonte	BR	-15.86126	-38.87982	America/Bahia
Belford Roxo	BR	-22.76417	-43.39944	America/Sao_Paulo
Bela Vista do Paraíso	BR	-22.99667	-51.19056	America/Sao_Paulo
Bela Vista de Goiás	BR	-16.97278	-48.95333	America/Sao_Paulo
Bela Vista	BR	-22.10809	-56.53253	America/Campo_Grande
Bebedouro	BR	-20.94944	-48.47917	America/Sao_Paulo
Bauru	BR	-22.31472	-49.06056	America/Sao_Paulo
Batatais	BR	-20.89111	-47.585	America/Sao_Paulo
Bataguassu	BR	-21.71417	-52.42222	America/Campo_Grande
Bastos	BR	-21.92194	-50.73389	America/Sao_Paulo
Barueri	BR	-23.51056	-46.87611	America/Sao_Paulo
Barroso	BR	-21.18694	-43.97583	America/Sao_Paulo
Barrocas	BR	-11.52833	-39.07639	America/Bahia
Barrinha	BR	-21.19361	-48.16389	America/Sao_Paulo
Barretos	BR	-20.55722	-48.56778	America/Sao_Paulo
Barreiro do Jaíba	BR	-15.61532	-43.59187	America/Sao_Paulo
Barreiras	BR	-12.15278	-44.99	America/Bahia
Barra Velha	BR	-26.63222	-48.68472	America/Sao_Paulo
Barra Mansa	BR	-22.54417	-44.17139	America/Sao_Paulo
Barra dos Coqueiros	BR	-10.90889	-37.03861	America/Maceio
Barra do Piraí	BR	-22.47	-43.82556	America/Sao_Paulo
Barra do Garças	BR	-15.89	-52.25667	America/Cuiaba
Barra do Bugres	BR	-15.0725	-57.18111	America/Cuiaba
Barra de São Francisco	BR	-18.755	-40.89083	America/Sao_Paulo
Barra da Estiva	BR	-13.62611	-41.32694	America/Bahia
Barra do Choça	BR	-14.88111	-40.57944	America/Bahia
Barra Bonita	BR	-22.49472	-48.55806	America/Sao_Paulo
Barra	BR	-11.08944	-43.14167	America/Bahia
Bariri	BR	-22.07444	-48.74028	America/Sao_Paulo
Barbacena	BR	-21.22583	-43.77361	America/Sao_Paulo
Barão de Cocais	BR	-19.94583	-43.48722	America/Sao_Paulo
Bandeirantes	BR	-23.11	-50.3675	America/Sao_Paulo
Bambuí	BR	-20.00639	-45.97694	America/Sao_Paulo
Balneário Rincão	BR	-28.83208	-49.2366	America/Sao_Paulo
Balneário Camboriú	BR	-26.99056	-48.63472	America/Sao_Paulo
Baixo Guandu	BR	-19.51889	-41.01583	America/Sao_Paulo
Baixa Grande	BR	-11.95972	-40.16806	America/Bahia
Bagé	BR	-31.33139	-54.10694	America/Sao_Paulo
Baependi	BR	-21.95889	-44.89	America/Sao_Paulo
Bady Bassitt	BR	-20.91806	-49.44528	America/Sao_Paulo
Avaré	BR	-23.09861	-48.92583	America/Sao_Paulo
Atibaia	BR	-23.11694	-46.55028	America/Sao_Paulo
Astorga	BR	-23.2325	-51.66556	America/Sao_Paulo
Assis	BR	-22.66167	-50.41222	America/Sao_Paulo
Arujá	BR	-23.39611	-46.32083	America/Sao_Paulo
Artur Nogueira	BR	-22.57306	-47.1725	America/Sao_Paulo
Arroio Grande	BR	-32.2375	-53.08694	America/Sao_Paulo
Balneário Arroio do Silva	BR	-28.98688	-49.4173	America/Sao_Paulo
Arroio do Meio	BR	-29.40111	-51.945	America/Sao_Paulo
Arraial do Cabo	BR	-22.96611	-42.02778	America/Sao_Paulo
Armação dos Búzios	BR	-22.74694	-41.88167	America/Sao_Paulo
Arinos	BR	-15.91694	-46.10556	America/Sao_Paulo
Areia Branca	BR	-10.75778	-37.31528	America/Maceio
Arcos	BR	-20.28194	-45.53944	America/Sao_Paulo
Araxá	BR	-19.59333	-46.94056	America/Sao_Paulo
Araucária	BR	-25.59306	-49.41028	America/Sao_Paulo
Araruama	BR	-22.87278	-42.34306	America/Sao_Paulo
Araras	BR	-22.35694	-47.38417	America/Sao_Paulo
Araraquara	BR	-21.79444	-48.17556	America/Sao_Paulo
Araranguá	BR	-28.93575	-49.49538	America/Sao_Paulo
Araquari	BR	-26.37	-48.72222	America/Sao_Paulo
Arapoti	BR	-24.15778	-49.82667	America/Sao_Paulo
Arapongas	BR	-23.41944	-51.42444	America/Sao_Paulo
Araguari	BR	-18.64722	-48.18722	America/Sao_Paulo
Aragarças	BR	-15.8975	-52.25083	America/Sao_Paulo
Araçuaí	BR	-16.84972	-42.07028	America/Sao_Paulo
Aracruz	BR	-19.82028	-40.27333	America/Sao_Paulo
Araçoiaba da Serra	BR	-23.50528	-47.61417	America/Sao_Paulo
Araci	BR	-11.33333	-38.96667	America/Bahia
Araçatuba	BR	-21.20889	-50.43278	America/Sao_Paulo
Araçariguama	BR	-23.43861	-47.06139	America/Sao_Paulo
Aracaju	BR	-10.91111	-37.07167	America/Maceio
Aquidauana	BR	-20.47111	-55.78722	America/Campo_Grande
Aquidabã	BR	-10.28139	-37.01861	America/Maceio
Apucarana	BR	-23.55083	-51.46083	America/Sao_Paulo
Aporá	BR	-11.66028	-38.08139	America/Bahia
Apiaí	BR	-24.50944	-48.8425	America/Sao_Paulo
Aparecida do Taboado	BR	-20.08667	-51.09361	America/Campo_Grande
Aparecida	BR	-22.84694	-45.22972	America/Sao_Paulo
Antonina	BR	-25.42861	-48.71194	America/Sao_Paulo
Anicuns	BR	-16.46111	-49.96167	America/Sao_Paulo
Angra dos Reis	BR	-23.00667	-44.31806	America/Sao_Paulo
Angatuba	BR	-23.48972	-48.41278	America/Sao_Paulo
Andradina	BR	-20.89611	-51.37944	America/Sao_Paulo
Andradas	BR	-22.06806	-46.56917	America/Sao_Paulo
Andorinha	BR	-10.34472	-39.83556	America/Bahia
Andirá	BR	-23.05056	-50.22889	America/Sao_Paulo
Anchieta	BR	-20.80583	-40.64556	America/Sao_Paulo
Anastácio	BR	-20.48361	-55.80694	America/Campo_Grande
Anápolis	BR	-16.32667	-48.95278	America/Sao_Paulo
Anagé	BR	-14.61222	-41.13556	America/Bahia
Ampére	BR	-25.915	-53.47278	America/Sao_Paulo
Amparo	BR	-22.70111	-46.76444	America/Sao_Paulo
Américo Brasiliense	BR	-21.72444	-48.10167	America/Sao_Paulo
Americana	BR	-22.73917	-47.33139	America/Sao_Paulo
América Dourada	BR	-11.45528	-41.43611	America/Bahia
Amargosa	BR	-13.03028	-39.60472	America/Bahia
Amambai	BR	-23.10417	-55.22583	America/Campo_Grande
Alvinópolis	BR	-20.10667	-43.04889	America/Sao_Paulo
Álvares Machado	BR	-22.07944	-51.47194	America/Sao_Paulo
Altônia	BR	-23.87444	-53.90167	America/Sao_Paulo
Alto Araguaia	BR	-17.31472	-53.21528	America/Cuiaba
Altinópolis	BR	-21.02556	-47.37389	America/Sao_Paulo
Alpinópolis	BR	-20.86361	-46.38806	America/Sao_Paulo
Almirante Tamandaré	BR	-25.32472	-49.31	America/Sao_Paulo
Almenara	BR	-16.18361	-40.69444	America/Sao_Paulo
Presidente Tancredo Neves	BR	-13.45287	-39.4208	America/Bahia
Alfenas	BR	-21.42917	-45.94722	America/Sao_Paulo
Além Paraíba	BR	-21.88778	-42.70444	America/Sao_Paulo
Alegrete	BR	-29.78306	-55.79194	America/Sao_Paulo
Alegre	BR	-20.76361	-41.53306	America/Sao_Paulo
Alcobaça	BR	-17.51944	-39.19556	America/Bahia
Alagoinhas	BR	-12.13556	-38.41917	America/Bahia
Aimorés	BR	-19.49583	-41.06389	America/Sao_Paulo
Agudos	BR	-22.46917	-48.9875	America/Sao_Paulo
Agudo	BR	-29.64528	-53.24	America/Sao_Paulo
Águas Formosas	BR	-17.08222	-40.93583	America/Sao_Paulo
Águas de Lindóia	BR	-22.47639	-46.63278	America/Sao_Paulo
Água Rasa	BR	-20.43333	-45.16667	America/Sao_Paulo
Aguaí	BR	-22.05944	-46.97861	America/Sao_Paulo
Água Clara	BR	-20.44806	-52.87806	America/Campo_Grande
Afonso Cláudio	BR	-20.07417	-41.12389	America/Sao_Paulo
Adustina	BR	-10.53333	-38.1	America/Bahia
Adamantina	BR	-21.68528	-51.0725	America/Sao_Paulo
Acajutiba	BR	-11.66222	-38.01722	America/Bahia
Abelardo Luz	BR	-26.56472	-52.32833	America/Sao_Paulo
Abaeté	BR	-19.16	-45.44583	America/Sao_Paulo
Leblon	BR	-22.98444	-43.22315	America/Sao_Paulo
Copacabana	BR	-22.96898	-43.18563	America/Sao_Paulo
Guaíba	BR	-30.11389	-51.325	America/Sao_Paulo
Comodoro	BR	-13.66306	-59.78583	America/Cuiaba
Palmas	BR	-10.16745	-48.32766	America/Araguaina
Bombinhas	BR	-27.1518	-48.48941	America/Sao_Paulo
Pontal do Paraná	BR	-25.67361	-48.51111	America/Sao_Paulo
Paraíso do Tocantins	BR	-10.17611	-48.86667	America/Araguaina
Universidade Rural	BR	-22.76639	-43.69139	America/Sao_Paulo
Uarini	BR	-2.99	-65.10833	America/Manaus
Tonantins	BR	-2.87306	-67.80222	America/Manaus
Tefé	BR	-3.36841	-64.72054	America/Manaus
Marechal Thaumaturgo	BR	-8.94111	-72.79167	America/Rio_Branco
Tarauacá	BR	-8.16139	-70.76556	America/Rio_Branco
Tapauá	BR	-5.62833	-63.18333	America/Manaus
Tabatinga	BR	-4.23116	-69.93858	America/Manaus
Sena Madureira	BR	-9.06341	-68.67245	America/Rio_Branco
São Paulo de Olivença	BR	-3.37833	-68.8725	America/Manaus
São Gabriel da Cachoeira	BR	-0.1181	-67.08527	America/Manaus
Santo Antônio do Içá	BR	-3.10222	-67.93972	America/Manaus
Rio Branco	BR	-9.97472	-67.81	America/Rio_Branco
Porto Velho	BR	-8.76194	-63.90389	America/Porto_Velho
Porto Acre	BR	-9.58833	-67.5325	America/Rio_Branco
Pauini	BR	-7.71361	-66.97639	America/Manaus
Novo Aripuanã	BR	-5.12056	-60.37972	America/Manaus
Novo Airão	BR	-2.62139	-60.94417	America/Manaus
Manicoré	BR	-5.80917	-61.30028	America/Manaus
Mâncio Lima	BR	-7.61417	-72.89583	America/Rio_Branco
Manaus	BR	-3.10194	-60.025	America/Manaus
Manacapuru	BR	-3.29972	-60.62056	America/Manaus
Lábrea	BR	-7.26435	-64.79638	America/Manaus
Ipixuna	BR	-7.05056	-71.69472	America/Eirunepe
Humaitá	BR	-7.51651	-63.03105	America/Manaus
Fonte Boa	BR	-2.51389	-66.09167	America/Manaus
Feijó	BR	-8.1654	-70.35486	America/Rio_Branco
Eirunepé	BR	-6.66028	-69.87361	America/Eirunepe
Cruzeiro do Sul	BR	-7.62759	-72.67756	America/Rio_Branco
Codajás	BR	-3.83667	-62.05694	America/Manaus
Coari	BR	-4.085	-63.14139	America/Manaus
Carauari	BR	-4.88278	-66.89583	America/Manaus
Caracaraí	BR	1.81611	-61.12806	America/Boa_Vista
Canutama	BR	-6.53389	-64.38306	America/Manaus
Boca do Acre	BR	-8.75222	-67.39778	America/Manaus
Boa Vista	BR	2.81972	-60.67333	America/Boa_Vista
Beruri	BR	-3.89833	-61.37306	America/Manaus
Benjamin Constant	BR	-4.37555	-70.03179	America/Eirunepe
Barcelos	BR	-0.97357	-62.9269	America/Manaus
Atalaia do Norte	BR	-4.36652	-70.19186	America/Eirunepe
Ariquemes	BR	-9.91333	-63.04083	America/Porto_Velho
Anori	BR	-3.77278	-61.64417	America/Manaus
Alvarães	BR	-3.22083	-64.80417	America/Manaus
Iranduba	BR	-3.28472	-60.18611	America/Manaus
Presidente Figueiredo	BR	-2.03444	-60.025	America/Manaus
Careiro	BR	-3.76806	-60.36917	America/Manaus
Manaquiri	BR	-3.42806	-60.45944	America/Manaus
Xapuri	BR	-10.65167	-68.50444	America/Rio_Branco
Vilhena	BR	-12.74056	-60.14583	America/Porto_Velho
Senador Guiomard	BR	-10.1497	-67.73741	America/Rio_Branco
Presidente Médici	BR	-11.17528	-61.90139	America/Porto_Velho
Rolim de Moura do Guaporé	BR	-13.08271	-62.27726	America/Porto_Velho
Plácido de Castro	BR	-10.33528	-67.18556	America/Rio_Branco
Pimenta Bueno	BR	-11.6725	-61.19361	America/Porto_Velho
Ouro Preto do Oeste	BR	-10.74806	-62.21583	America/Porto_Velho
Ji Paraná	BR	-10.88528	-61.95167	America/Porto_Velho
Jaru	BR	-10.43889	-62.46639	America/Porto_Velho
Guajará Mirim	BR	-10.78356	-65.33552	America/Porto_Velho
Espigão dOeste	BR	-11.52472	-61.01278	America/Porto_Velho
Cacoal	BR	-11.43861	-61.44722	America/Porto_Velho
Brasiléia	BR	-11.01611	-68.74806	America/Rio_Branco
Abadia de Goiás	BR	-16.75722	-49.4375	America/Sao_Paulo
Açailândia	BR	-4.94667	-47.50472	America/Fortaleza
Acreúna	BR	-17.39556	-50.37694	America/Sao_Paulo
Água Azul do Norte	BR	-6.79111	-50.46694	America/Belem
Água Boa	BR	-14.05	-52.15861	America/Cuiaba
Águas Lindas de Goiás	BR	-15.76194	-48.28167	America/Sao_Paulo
Aldeias Altas	BR	-4.62778	-43.47056	America/Fortaleza
Alexânia	BR	-16.08222	-48.50722	America/Sao_Paulo
Alta Floresta d'Oeste	BR	-11.96806	-61.95417	America/Porto_Velho
Alto Alegre	BR	2.89583	-61.4975	America/Boa_Vista
Alto Alegre do Maranhão	BR	-4.21278	-44.44639	America/Fortaleza
Alto Alegre do Pindaré	BR	-3.6707	-45.84749	America/Fortaleza
Alto Paraíso	BR	-9.72283	-63.31022	America/Porto_Velho
Alumínio	BR	-23.535	-47.26194	America/Sao_Paulo
Anapu	BR	-3.47222	-51.19778	America/Belem
Aparecida de Goiânia	BR	-16.82333	-49.24389	America/Sao_Paulo
Apuí	BR	-7.19722	-59.89139	America/Manaus
Arame	BR	-4.88583	-46.005	America/Fortaleza
Aripuanã	BR	-10.17647	-59.44913	America/Cuiaba
Assis Chateaubriand	BR	-24.42	-53.52139	America/Sao_Paulo
Aurora do Pará	BR	-2.13389	-47.55889	America/Belem
Bacabeira	BR	-2.97083	-44.31556	America/Fortaleza
Balneário Gaivota	BR	-29.15667	-49.57944	America/Sao_Paulo
Banabuiú	BR	-5.30972	-38.92056	America/Fortaleza
Bom Jesus das Selvas	BR	-4.4835	-46.85326	America/Fortaleza
Bom Jesus do Tocantins	BR	-5.05139	-48.60889	America/Belem
Breu Branco	BR	-4.00092	-49.5068	America/Belem
Buritis	BR	-10.21167	-63.82861	America/Porto_Velho
Cachoeira do Piriá	BR	-1.75972	-46.545	America/Belem
Campinas	BR	-27.59444	-48.60694	America/Sao_Paulo
Campo Novo do Parecis	BR	-13.67528	-57.89194	America/Cuiaba
Campo Verde	BR	-15.54667	-55.16889	America/Cuiaba
Canaã dos Carajás	BR	-6.52392	-49.85167	America/Belem
Canarana	BR	-13.55222	-52.26833	America/Cuiaba
Candeias do Jamari	BR	-8.80972	-63.69556	America/Porto_Velho
Cândido Sales	BR	-15.505	-41.23917	America/Bahia
Cantá	BR	2.61028	-60.5975	America/Boa_Vista
Capivari de Baixo	BR	-28.44472	-48.95778	America/Sao_Paulo
Cerejeiras	BR	-13.18889	-60.81222	America/Porto_Velho
Chapadão do Sul	BR	-18.79417	-52.62278	America/Campo_Grande
Cocalzinho de Goiás	BR	-15.79444	-48.77583	America/Sao_Paulo
Colíder	BR	-10.81778	-55.45083	America/Cuiaba
Colniza	BR	-9.40917	-59.025	America/Cuiaba
Colorado do Oeste	BR	-13.11667	-60.54167	America/Porto_Velho
Concórdia do Pará	BR	-2.00167	-47.94972	America/Belem
Confresa	BR	-10.64389	-51.56889	America/Cuiaba
Coronel João Sá	BR	-10.28417	-37.92639	America/Bahia
Costa Rica	BR	-18.54389	-53.12917	America/Campo_Grande
Curionópolis	BR	-6.10167	-49.59806	America/Belem
Dom Eliseu	BR	-4.285	-47.505	America/Belem
Dormentes	BR	-8.44722	-40.77111	America/Recife
Eldorado do Sul	BR	-30.08389	-51.61611	America/Sao_Paulo
Eldorado dos Carajás	BR	-6.10417	-49.35528	America/Belem
Epitaciolândia	BR	-11.02889	-68.74139	America/Rio_Branco
Ermelino Matarazzo	BR	-23.49472	-46.47389	America/Sao_Paulo
Estrela de Alagoas	BR	-9.39028	-36.76	America/Maceio
Fátima do Sul	BR	-22.37417	-54.51389	America/Campo_Grande
Fazenda Rio Grande	BR	-25.6575	-49.30806	America/Sao_Paulo
Floresta do Araguaia	BR	-7.55361	-49.7125	America/Belem
Fraiburgo	BR	-27.02611	-50.92139	America/Sao_Paulo
Garrafão do Norte	BR	-1.93417	-47.0525	America/Belem
Goianésia do Pará	BR	-3.8425	-49.09694	America/Belem
Governador Celso Ramos	BR	-27.31472	-48.55917	America/Sao_Paulo
Governador Nunes Freire	BR	-2.12583	-45.88528	America/Fortaleza
Guabiruba	BR	-27.08595	-48.96765	America/Sao_Paulo
Herval dOeste	BR	-27.19361	-51.49472	America/Sao_Paulo
Imbé	BR	-29.97528	-50.12806	America/Sao_Paulo
Indiara	BR	-17.13806	-49.98806	America/Sao_Paulo
Ipixuna do Pará	BR	-2.55778	-47.495	America/Belem
Itabela	BR	-16.575	-39.55333	America/Bahia
Itaim Paulista	BR	-23.50308	-46.38566	America/Sao_Paulo
Itaobim	BR	-16.56167	-41.50333	America/Sao_Paulo
Itaquiraí	BR	-23.47444	-54.185	America/Campo_Grande
Itinga do Maranhão	BR	-4.44972	-47.52556	America/Fortaleza
Jaboatão dos Guararapes	BR	-8.11278	-35.01472	America/Recife
Jaíba	BR	-15.33833	-43.67444	America/Sao_Paulo
Jenipapo dos Vieiras	BR	-5.37139	-45.63639	America/Fortaleza
Jijoca de Jericoacoara	BR	-2.895	-40.44917	America/Fortaleza
Juara	BR	-11.255	-57.51972	America/Cuiaba
Juína	BR	-11.42047	-58.75488	America/Cuiaba
Lambari d'Oeste	BR	-15.32333	-58.00361	America/Cuiaba
Laranjal do Jari	BR	-0.826	-52.506	America/Belem
Lauro de Freitas	BR	-12.89444	-38.32722	America/Bahia
Machadinho d'Oeste	BR	-9.44389	-61.98139	America/Porto_Velho
Mãe do Rio	BR	-2.04639	-47.55056	America/Belem
Maraã	BR	-1.85302	-65.57426	America/Manaus
Mário Campos	BR	-20.05639	-44.18833	America/Sao_Paulo
Marituba	BR	-1.35528	-48.34194	America/Belem
Matões do Norte	BR	-3.63222	-44.55583	America/Fortaleza
Matupá	BR	-10.16931	-54.93439	America/Cuiaba
Medicilândia	BR	-3.44611	-52.88889	America/Santarem
Minaçu	BR	-13.53306	-48.22	America/Sao_Paulo
Mucajaí	BR	2.43986	-60.91146	America/Boa_Vista
Mojuí dos Campos	BR	-2.68333	-54.64278	America/Santarem
Nova Alvorada do Sul	BR	-21.46583	-54.38389	America/Campo_Grande
Nova Andradina	BR	-22.23333	-53.34306	America/Campo_Grande
Nova Esperança do Piriá	BR	-2.26778	-46.9675	America/Belem
Nova Ipixuna	BR	-4.92111	-49.07694	America/Belem
Nova Mamoré	BR	-10.40194	-65.32667	America/Porto_Velho
Nova Mutum	BR	-13.82889	-56.08222	America/Cuiaba
Novo Gama	BR	-16.05917	-48.03944	America/Sao_Paulo
Novo Progresso	BR	-7.14778	-55.38111	America/Santarem
Novo Repartimento	BR	-4.33056	-49.79639	America/Belem
Ourilândia do Norte	BR	-6.75472	-51.08389	America/Belem
Pacajá	BR	-3.83778	-50.6375	America/Belem
Pacaraima	BR	4.43139	-61.14639	America/Boa_Vista
Paço do Lumiar	BR	-2.53222	-44.1075	America/Fortaleza
Palmeirândia	BR	-2.64528	-44.895	America/Fortaleza
Paranatinga	BR	-14.43167	-54.05111	America/Cuiaba
Parauapebas	BR	-6.0675	-49.90222	America/Belem
Pedra Branca do Amapari	BR	0.77806	-51.94361	America/Belem
Pedra Preta	BR	-16.62306	-54.47389	America/Cuiaba
Pedro Canário	BR	-18.03028	-40.15056	America/Bahia
Pedro do Rosário	BR	-2.97236	-45.35126	America/Fortaleza
Peixoto de Azevedo	BR	-10.22306	-54.97972	America/Cuiaba
Petrolândia	BR	-8.97917	-38.21944	America/Recife
Pinhais	BR	-25.44472	-49.1925	America/Sao_Paulo
Pinheiros	BR	-18.37028	-40.21333	America/Sao_Paulo
Placas	BR	-3.86778	-54.22	America/Santarem
Planalto	BR	-14.66972	-40.47111	America/Bahia
Potim	BR	-22.84278	-45.25139	America/Sao_Paulo
Presidente Sarney	BR	-2.59139	-45.36417	America/Fortaleza
Querência	BR	-12.59694	-52.19972	America/Cuiaba
Quitandinha	BR	-25.8725	-49.49778	America/Sao_Paulo
Raposa	BR	-2.42306	-44.10333	America/Fortaleza
Redenção	BR	-8.02861	-50.03139	America/Belem
Santo Anastácio	BR	-21.97583	-51.65139	America/Sao_Paulo
Rio Maria	BR	-7.31056	-50.04833	America/Belem
Rio Preto da Eva	BR	-2.69795	-59.70172	America/Manaus
Rolim de Moura	BR	-11.80361	-61.80333	America/Porto_Velho
Rondon do Pará	BR	-4.77611	-48.06722	America/Belem
Rorainópolis	BR	0.94611	-60.41806	America/Boa_Vista
Rosana	BR	-22.57972	-53.05917	America/Sao_Paulo
Rurópolis	BR	-4.09556	-54.91028	America/Santarem
Salto do Lontra	BR	-25.78389	-53.30861	America/Sao_Paulo
Santa Bárbara do Pará	BR	-1.22361	-48.29444	America/Belem
Santa Luzia	BR	-3.96333	-45.65833	America/Fortaleza
Santa Luzia do Pará	BR	-1.52361	-46.8975	America/Belem
Santa Maria de Jetibá	BR	-20.02745	-40.74336	America/Sao_Paulo
Santa Terezinha de Itaipu	BR	-25.43998	-54.40161	America/Sao_Paulo
Santana do Araguaia	BR	-9.335	-50.35	America/Belem
Santo Antônio do Descoberto	BR	-15.93972	-48.255	America/Sao_Paulo
São Domingos do Araguaia	BR	-5.53778	-48.73333	America/Belem
São Félix do Coribe	BR	-13.40056	-44.19472	America/Bahia
São Francisco de Itabapoana	BR	-21.30194	-40.96139	America/Sao_Paulo
São Francisco do Guaporé	BR	-12.05222	-63.5675	America/Porto_Velho
São Gabriel do Oeste	BR	-19.39528	-54.56639	America/Campo_Grande
São João do Soter	BR	-5.11389	-43.81	America/Fortaleza
São José dos Quatro Marcos	BR	-15.62139	-58.17639	America/Cuiaba
São Luís Gonzaga do Maranhão	BR	-4.3788	-44.67112	America/Fortaleza
São Mateus	BR	-23.60583	-46.47889	America/Sao_Paulo
São Miguel do Guaporé	BR	-11.69361	-62.71139	America/Porto_Velho
Sapopemba	BR	-23.59556	-46.52472	America/Sao_Paulo
Sento Sé	BR	-9.74583	-41.88528	America/Bahia
Simões Filho	BR	-12.78444	-38.40389	America/Bahia
Sinop	BR	-11.86417	-55.5025	America/Cuiaba
Sítio Novo	BR	-5.87806	-46.69917	America/Fortaleza
Sooretama	BR	-19.19694	-40.09778	America/Sao_Paulo
Sorriso	BR	-12.54528	-55.71139	America/Cuiaba
Souto Soares	BR	-12.08861	-41.63778	America/Bahia
Tailândia	BR	-2.94722	-48.95306	America/Belem
Tangará da Serra	BR	-14.61944	-57.48583	America/Cuiaba
Teixeira de Freitas	BR	-17.535	-39.74194	America/Bahia
Trairão	BR	-4.57444	-55.94361	America/Santarem
Três Marias	BR	-18.20639	-45.24167	America/Sao_Paulo
Trizidela do Vale	BR	-4.57194	-44.62083	America/Fortaleza
